1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
6.74,6.87,5.36,6.56,6.56,390624,CARM
5.65,6.38,5.22,6.07,6.07,362275,CARM
5.11,5.542,5.11,5.54,5.54,224688,CARM
4.7,5.26,4.5861,5.1,5.1,134804,CARM
4.24,5.15,3.95,4.78,4.78,308577,CARM
4.1,4.24,4.01,4.22,4.22,60286,CARM
4.15,4.32,3.9,4.12,4.12,191130,CARM
4.02,4.15,3.9,4.15,4.15,196031,CARM
3.99,4.095,3.902,4.04,4.04,148958,CARM
3.99,4.12,3.86,4.0,4.0,58546,CARM
4.09,4.1591,3.85,3.98,3.98,89084,CARM
4.05,4.29,4.04,4.15,4.15,60084,CARM
4.24,4.3076,4.07,4.09,4.09,96782,CARM
4.89,4.93,4.0,4.27,4.27,395710,CARM
4.08,4.8,4.0,4.74,4.74,221644,CARM
3.99,4.1999,3.86,4.07,4.07,144487,CARM
3.62,4.23,3.5101,4.01,4.01,524229,CARM
3.25,3.85,3.2,3.56,3.56,432899,CARM
3.04,3.13,2.95,3.1,3.1,104293,CARM
2.93,3.1,2.89,3.04,3.04,191956,CARM
2.81,2.95,2.81,2.92,2.92,34115,CARM
2.83,2.85,2.75,2.82,2.82,30749,CARM
2.95,3.08,2.7746,2.83,2.83,137380,CARM
2.96,3.08,2.86,2.94,2.94,61636,CARM
3.14,3.1522,2.91,3.0,3.0,72014,CARM
3.16,3.18,3.0835,3.13,3.13,40788,CARM
3.09,3.2038,3.05,3.1,3.1,40449,CARM
3.06,3.22,3.05,3.09,3.09,77512,CARM
3.12,3.14,3.02,3.03,3.03,46796,CARM
3.19,3.19,2.98,2.98,2.98,89182,CARM
3.2,3.2999,3.06,3.18,3.18,90269,CARM
2.93,3.33,2.92,3.21,3.21,178412,CARM
2.82,3.37,2.8048,2.92,2.92,148682,CARM
2.85,2.91,2.77,2.9,2.9,86942,CARM
3.01,3.01,2.85,2.88,2.88,86413,CARM
3.15,3.1593,2.9,2.94,2.94,146075,CARM
3.16,3.29,3.07,3.12,3.12,167937,CARM
3.06,3.34,3.0,3.2,3.2,170029,CARM
3.15,3.2,3.02,3.15,3.15,225951,CARM
3.32,3.48,3.12,3.16,3.16,156871,CARM
3.23,3.42,3.056,3.33,3.33,226249,CARM
3.37,3.61,3.22,3.25,3.25,336174,CARM
4.0,4.1,3.4247,3.61,3.61,497983,CARM
5.79,5.88,3.52,3.67,3.67,498839,CARM
0.5732,0.6288,0.57,0.6288,11.4484074221667,1866600,CARM
0.5399,0.5933,0.53,0.5861,10.67097899194,5768339,CARM
0.605,0.629,0.5901,0.6168,6.9568331489574,2224957,CARM
0.5989,0.6449,0.58,0.5841,6.58801271450392,4802883,CARM
0.58,0.5989,0.58,0.5907,6.66245353613673,296377,CARM
0.5701,0.5989,0.5701,0.58,6.54176917379263,801465,CARM
0.585,0.5999,0.582,0.5835,6.58124536708275,650199,CARM
0.5971,0.599,0.581,0.585,6.59816373563567,374963,CARM
0.569,0.6,0.569,0.5905,6.66019775366301,312724,CARM
0.581,0.595,0.562,0.5695,6.42334059392224,580189,CARM
0.6012,0.615,0.5752,0.5782,6.52146713152913,1565485,CARM
0.6062,0.6199,0.592,0.61,6.88013654485087,1043864,CARM
0.606,0.628,0.6047,0.6083,6.86096239382423,765299,CARM
0.6288,0.629,0.6,0.6062,6.83727667785015,1346483,CARM
0.6005,0.63,0.5801,0.6147,6.93314743298332,2226564,CARM
0.54,0.5555,0.525,0.5383,6.07143852802167,864301,CARM
0.5501,0.5749,0.5476,0.557,6.28235418931464,473417,CARM
0.5899,0.5899,0.55,0.5795,6.53612971760832,534732,CARM
0.5701,0.5987,0.562801,0.5658,6.38160861815839,436580,CARM
0.5779,0.6,0.5701,0.6,6.76734742116478,787590,CARM
0.5722,0.59,0.5722,0.5805,6.54740862997693,821674,CARM
0.6,0.61,0.5851,0.5902,6.65681407995243,847338,CARM
0.5902,0.619,0.57,0.5878,6.62974469026777,1425030,CARM
0.6101,0.624,0.585,0.5902,6.65681407995243,1241564,CARM
0.6101,0.6299,0.6051,0.6183,6.97375151751031,1265249,CARM
0.63,0.63,0.6,0.61,6.88013654485087,1323404,CARM
0.6037,0.64,0.6,0.6306,7.11248213964419,623458,CARM
0.63,0.6327,0.6046,0.6136,6.92074062937785,1306271,CARM
0.6201,0.638,0.6201,0.6304,7.11022635717047,767545,CARM
0.621,0.635,0.6201,0.6278,7.08090118501209,326584,CARM
0.62,0.63,0.62,0.629,7.09443587985442,696688,CARM
0.62,0.63,0.6101,0.6261,7.06172703398545,489050,CARM
0.633,0.633,0.61,0.62,6.99292566853694,575712,CARM
0.65,0.65,0.615,0.6322,7.13052839943396,1166548,CARM
0.62,0.6498,0.62,0.6493,7.32339780093716,375986,CARM
0.6287,0.65,0.618,0.6315,7.12263316077594,811825,CARM
0.62,0.635,0.615,0.6296,7.10120322727558,648645,CARM
0.62,0.635,0.6123,0.6221,7.01661138451102,506195,CARM
0.6253,0.63,0.6,0.6295,7.10007533603872,428121,CARM
0.63,0.6316,0.6139,0.6221,7.01661138451102,548073,CARM
0.6314,0.65,0.615,0.6316,7.1237610520128,427391,CARM
0.6299,0.64,0.61,0.64,7.2185039159091,678711,CARM
0.63,0.6379,0.6,0.6339,7.1497025504606,755768,CARM
0.57,0.639,0.57,0.639,7.2072250035405,1183735,CARM
0.58,0.64,0.561,0.6095,6.87449708866656,5500363,CARM
0.49,0.5198,0.48,0.5051,5.69697863738389,3299258,CARM
0.49,0.51,0.49,0.5033,5.67667659512039,1134580,CARM
0.4925,0.522,0.49,0.51,5.75224530799007,693828,CARM
0.49,0.5169,0.49,0.5101,5.75337319922693,500585,CARM
0.5,0.5099,0.4871,0.5005,5.64509564048829,646188,CARM
0.51,0.52,0.4955,0.512,5.77480313272728,732457,CARM
0.47,0.5228,0.4628,0.499,5.62817727193538,630224,CARM
0.4836,0.5147,0.45,0.4855,5.47591195495917,2297296,CARM
0.5,0.5888,0.4987,0.4987,5.6247935982248,5007167,CARM
0.5102,0.5277,0.5085,0.5085,5.73532693943716,769500,CARM
0.5262,0.5449,0.5102,0.5246,5.91691742857174,515945,CARM
