date, open, high, low, close, adjusted close, volume, dividend amount, split coefficient,ticker
2023-03-01,3.95,4.21,3.775,3.89,3.89,33019,0.0000,1.0,IKNA
2023-02-28,3.9604,4.11,3.81,4.01,4.01,65354,0.0000,1.0,IKNA
2023-02-27,3.7299,4.16,3.555,4.06,4.06,22651,0.0000,1.0,IKNA
2023-02-24,3.62,4.21,3.6,3.74,3.74,6796,0.0000,1.0,IKNA
2023-02-23,3.94,4.0,3.67,3.72,3.72,72034,0.0000,1.0,IKNA
2023-02-22,3.88,4.0546,3.86,3.95,3.95,16308,0.0000,1.0,IKNA
2023-02-21,4.23,4.23,3.84,3.84,3.84,15260,0.0000,1.0,IKNA
2023-02-17,4.1,4.26,4.0269,4.23,4.23,18859,0.0000,1.0,IKNA
2023-02-16,4.06,4.19,4.05,4.14,4.14,20481,0.0000,1.0,IKNA
2023-02-15,3.67,4.2,3.645,4.2,4.2,50442,0.0000,1.0,IKNA
2023-02-14,3.46,3.7,3.44,3.68,3.68,29868,0.0000,1.0,IKNA
2023-02-13,2.84,3.38,2.77,3.3,3.3,40998,0.0000,1.0,IKNA
2023-02-10,3.07,3.07,2.72,2.73,2.73,92021,0.0000,1.0,IKNA
2023-02-09,3.3282,3.42,3.09,3.12,3.12,40597,0.0000,1.0,IKNA
2023-02-08,3.71,3.95,3.13,3.23,3.23,94216,0.0000,1.0,IKNA
2023-02-07,4.14,4.2,3.8,3.82,3.82,22423,0.0000,1.0,IKNA
2023-02-06,3.96,4.265,3.96,4.25,4.25,8093,0.0000,1.0,IKNA
2023-02-03,3.82,4.32,3.77,3.96,3.96,41079,0.0000,1.0,IKNA
2023-02-02,4.31,4.41,3.96,3.96,3.96,456275,0.0000,1.0,IKNA
2023-02-01,4.23,4.45,4.2,4.2,4.2,1513115,0.0000,1.0,IKNA
2023-01-31,4.3319,4.47,4.25,4.26,4.26,32849,0.0000,1.0,IKNA
2023-01-30,4.5,4.5,4.25,4.29,4.29,13178,0.0000,1.0,IKNA
2023-01-27,4.375,4.56,4.155,4.48,4.48,19835,0.0000,1.0,IKNA
2023-01-26,4.0,4.26,3.89,4.1,4.1,38310,0.0000,1.0,IKNA
2023-01-25,4.08,4.31,3.77,4.0,4.0,21187,0.0000,1.0,IKNA
2023-01-24,4.49,4.516,4.08,4.16,4.16,27154,0.0000,1.0,IKNA
2023-01-23,4.09,4.37,3.8701,4.32,4.32,34657,0.0000,1.0,IKNA
2023-01-20,3.77,4.09,3.668,4.08,4.08,21565,0.0000,1.0,IKNA
2023-01-19,3.8,3.8,3.48,3.5,3.5,10156,0.0000,1.0,IKNA
2023-01-18,3.46,3.74,3.2396,3.74,3.74,25403,0.0000,1.0,IKNA
2023-01-17,3.35,3.54,3.25,3.4,3.4,66905,0.0000,1.0,IKNA
2023-01-13,3.3161,3.3999,3.05,3.25,3.25,39640,0.0000,1.0,IKNA
2023-01-12,3.16,3.3,2.96,3.14,3.14,56739,0.0000,1.0,IKNA
2023-01-11,3.09,3.21,3.0739,3.12,3.12,6391,0.0000,1.0,IKNA
2023-01-10,3.22,3.22,3.04,3.07,3.07,23371,0.0000,1.0,IKNA
2023-01-09,3.18,3.21,2.93,3.16,3.16,23832,0.0000,1.0,IKNA
2023-01-06,3.13,3.2254,3.03,3.18,3.18,21308,0.0000,1.0,IKNA
2023-01-05,2.94,3.18,2.93,2.98,2.98,6976,0.0000,1.0,IKNA
2023-01-04,2.67,3.04,2.58,2.99,2.99,49799,0.0000,1.0,IKNA
2023-01-03,3.0,3.05,2.46,2.62,2.62,92202,0.0000,1.0,IKNA
2022-12-30,2.65,2.85,2.64,2.66,2.66,34420,0.0000,1.0,IKNA
2022-12-29,2.8,2.93,2.705,2.73,2.73,29429,0.0000,1.0,IKNA
2022-12-28,2.75,3.0,2.71,2.8,2.8,122131,0.0000,1.0,IKNA
2022-12-27,2.88,2.88,2.61,2.69,2.69,14681,0.0000,1.0,IKNA
2022-12-23,2.7799,2.891,2.72,2.85,2.85,5330,0.0000,1.0,IKNA
2022-12-22,2.78,2.81,2.65,2.71,2.71,17234,0.0000,1.0,IKNA
2022-12-21,2.6,2.75,2.6,2.63,2.63,20098,0.0000,1.0,IKNA
2022-12-20,2.39,2.58,2.39,2.57,2.57,21996,0.0000,1.0,IKNA
2022-12-19,2.5375,2.5375,2.26,2.45,2.45,27187,0.0000,1.0,IKNA
2022-12-16,2.34,2.6,2.34,2.55,2.55,294259,0.0000,1.0,IKNA
2022-12-15,2.48,2.78,2.3801,2.62,2.62,26639,0.0000,1.0,IKNA
2022-12-14,2.48,2.77,2.48,2.74,2.74,27464,0.0000,1.0,IKNA
2022-12-13,3.14,3.14,2.67,2.79,2.79,32288,0.0000,1.0,IKNA
2022-12-12,3.18,3.18,2.48,2.78,2.78,85317,0.0000,1.0,IKNA
2022-12-09,2.78,3.1499,2.76,2.89,2.89,71830,0.0000,1.0,IKNA
2022-12-08,2.36,2.74,2.32,2.74,2.74,81262,0.0000,1.0,IKNA
2022-12-07,2.29,2.68,2.28,2.38,2.38,1099453,0.0000,1.0,IKNA
2022-12-06,2.25,2.45,2.2,2.22,2.22,143896,0.0000,1.0,IKNA
2022-12-05,2.3,2.48,2.2,2.23,2.23,67790,0.0000,1.0,IKNA
2022-12-02,2.4,2.53,2.25,2.36,2.36,100402,0.0000,1.0,IKNA
2022-12-01,2.26,2.56,2.23,2.5,2.5,63215,0.0000,1.0,IKNA
2022-11-30,2.505,2.515,2.2,2.23,2.23,75503,0.0000,1.0,IKNA
2022-11-29,2.5,2.7591,2.24,2.43,2.43,112028,0.0000,1.0,IKNA
2022-11-28,2.4,2.56,2.34,2.42,2.42,32378,0.0000,1.0,IKNA
2022-11-25,2.37,2.54,2.19,2.36,2.36,7519,0.0000,1.0,IKNA
2022-11-23,2.31,2.59,2.24,2.56,2.56,69893,0.0000,1.0,IKNA
2022-11-22,2.1838,2.46,2.11,2.32,2.32,59087,0.0000,1.0,IKNA
2022-11-21,2.12,2.245,2.12,2.2,2.2,63969,0.0000,1.0,IKNA
2022-11-18,2.1,2.2299,1.98,2.16,2.16,148151,0.0000,1.0,IKNA
2022-11-17,1.95,2.155,1.95,2.1,2.1,86288,0.0000,1.0,IKNA
2022-11-16,2.23,2.26,1.94,2.0,2.0,179819,0.0000,1.0,IKNA
2022-11-15,2.24,2.28,2.08,2.2,2.2,139897,0.0000,1.0,IKNA
2022-11-14,2.15,2.26,2.07,2.21,2.21,284671,0.0000,1.0,IKNA
2022-11-11,2.1,2.3248,2.06,2.12,2.12,131812,0.0000,1.0,IKNA
2022-11-10,2.24,2.48,2.07,2.12,2.12,64302,0.0000,1.0,IKNA
2022-11-09,2.27,2.28,2.0,2.2,2.2,130745,0.0000,1.0,IKNA
2022-11-08,2.6,2.65,2.2,2.3,2.3,67959,0.0000,1.0,IKNA
2022-11-07,2.35,2.46,2.25,2.3,2.3,127558,0.0000,1.0,IKNA
2022-11-04,2.59,2.635,2.25,2.27,2.27,132020,0.0000,1.0,IKNA
2022-11-03,2.67,2.95,2.5,2.6,2.6,188388,0.0000,1.0,IKNA
2022-11-02,2.65,2.715,2.505,2.6,2.6,220326,0.0000,1.0,IKNA
2022-11-01,2.6,2.78,2.55,2.62,2.62,16380,0.0000,1.0,IKNA
2022-10-31,2.79,2.92,2.58,2.75,2.75,20967,0.0000,1.0,IKNA
2022-10-28,3.02,3.02,2.63,2.75,2.75,32695,0.0000,1.0,IKNA
2022-10-27,3.058,3.17,2.82,2.85,2.85,23420,0.0000,1.0,IKNA
2022-10-26,2.83,3.32,2.83,3.07,3.07,36860,0.0000,1.0,IKNA
2022-10-25,2.85,3.04,2.77,2.87,2.87,9285,0.0000,1.0,IKNA
2022-10-24,2.84,3.1,2.77,2.79,2.79,16183,0.0000,1.0,IKNA
2022-10-21,2.85,3.061,2.77,2.81,2.81,16576,0.0000,1.0,IKNA
2022-10-20,3.28,3.28,2.82,2.84,2.84,22294,0.0000,1.0,IKNA
2022-10-19,3.25,3.26,3.15,3.17,3.17,13404,0.0000,1.0,IKNA
2022-10-18,3.19,3.4099,3.1,3.26,3.26,42321,0.0000,1.0,IKNA
2022-10-17,3.12,3.27,2.93,3.13,3.13,70368,0.0000,1.0,IKNA
2022-10-14,3.3,3.3,2.95,3.11,3.11,8918,0.0000,1.0,IKNA
2022-10-13,2.935,3.36,2.935,3.21,3.21,91392,0.0000,1.0,IKNA
2022-10-12,2.93,3.0,2.91,2.96,2.96,13710,0.0000,1.0,IKNA
2022-10-11,3.31,3.505,2.92,2.97,2.97,31636,0.0000,1.0,IKNA
2022-10-10,2.97,3.27,2.92,3.26,3.26,76364,0.0000,1.0,IKNA
2022-10-07,3.33,3.37,2.98,2.98,2.98,28916,0.0000,1.0,IKNA
2022-10-06,3.47,3.7,3.22,3.23,3.23,39699,0.0000,1.0,IKNA
2022-10-05,3.52,3.7,3.31,3.34,3.34,107488,0.0000,1.0,IKNA
2022-10-04,3.53,4.04,3.36,3.7,3.7,160473,0.0000,1.0,IKNA
2022-10-03,3.51,3.6099,3.25,3.51,3.51,43121,0.0000,1.0,IKNA
2022-09-30,3.76,3.76,3.41,3.55,3.55,165840,0.0000,1.0,IKNA
2022-09-29,3.88,3.88,3.42,3.72,3.72,74330,0.0000,1.0,IKNA
2022-09-28,3.71,3.99,3.61,3.88,3.88,32064,0.0000,1.0,IKNA
2022-09-27,3.445,3.72,3.445,3.63,3.63,19307,0.0000,1.0,IKNA
2022-09-26,3.4,4.08,3.4,3.57,3.57,22871,0.0000,1.0,IKNA
2022-09-23,3.39,3.84,3.32,3.55,3.55,66302,0.0000,1.0,IKNA
2022-09-22,3.99,3.99,3.45,3.46,3.46,50747,0.0000,1.0,IKNA
2022-09-21,3.83,4.09,3.73,3.8,3.8,50106,0.0000,1.0,IKNA
2022-09-20,4.05,4.095,3.92,3.92,3.92,80909,0.0000,1.0,IKNA
2022-09-19,4.05,4.13,3.86,4.08,4.08,46674,0.0000,1.0,IKNA
2022-09-16,4.31,4.39,3.96,4.06,4.06,485833,0.0000,1.0,IKNA
2022-09-15,4.71,4.85,4.29,4.46,4.46,176437,0.0000,1.0,IKNA
2022-09-14,4.98,5.01,4.71,4.72,4.72,126142,0.0000,1.0,IKNA
2022-09-13,5.14,5.32,4.98,5.01,5.01,89877,0.0000,1.0,IKNA
2022-09-12,5.2,5.5,5.165,5.24,5.24,54105,0.0000,1.0,IKNA
2022-09-09,5.2973,5.42,5.12,5.25,5.25,213808,0.0000,1.0,IKNA
2022-09-08,4.85,5.4,4.82,5.4,5.4,59997,0.0000,1.0,IKNA
2022-09-07,5.09,5.28,4.58,4.86,4.86,61855,0.0000,1.0,IKNA
2022-09-06,5.18,5.58,5.0,5.14,5.14,168842,0.0000,1.0,IKNA
2022-09-02,4.84,5.46,4.69,5.16,5.16,54163,0.0000,1.0,IKNA
2022-09-01,4.66,4.77,4.41,4.77,4.77,40489,0.0000,1.0,IKNA
2022-08-31,4.44,4.83,4.35,4.75,4.75,167357,0.0000,1.0,IKNA
2022-08-30,4.61,4.62,4.31,4.31,4.31,75455,0.0000,1.0,IKNA
2022-08-29,4.72,4.82,4.5,4.54,4.54,88032,0.0000,1.0,IKNA
2022-08-26,4.8,5.085,4.75,4.84,4.84,9141,0.0000,1.0,IKNA
2022-08-25,4.87,4.97,4.85,4.87,4.87,13845,0.0000,1.0,IKNA
2022-08-24,4.82,4.945,4.75,4.82,4.82,31718,0.0000,1.0,IKNA
2022-08-23,4.95,5.08,4.76,4.79,4.79,32610,0.0000,1.0,IKNA
2022-08-22,5.0,5.015,4.88,4.92,4.92,24538,0.0000,1.0,IKNA
2022-08-19,4.93,5.16,4.93,5.06,5.06,12119,0.0000,1.0,IKNA
2022-08-18,5.02,5.21,4.99,5.05,5.05,61775,0.0000,1.0,IKNA
2022-08-17,5.05,5.2,5.03,5.07,5.07,44903,0.0000,1.0,IKNA
2022-08-16,5.26,5.26,5.0,5.07,5.07,34557,0.0000,1.0,IKNA
2022-08-15,5.24,5.32,5.12,5.24,5.24,100350,0.0000,1.0,IKNA
2022-08-12,5.26,5.39,5.2,5.22,5.22,32124,0.0000,1.0,IKNA
2022-08-11,5.04,5.64,5.04,5.26,5.26,54670,0.0000,1.0,IKNA
2022-08-10,5.17,5.385,5.17,5.22,5.22,35974,0.0000,1.0,IKNA
2022-08-09,5.72,5.72,5.01,5.1,5.1,106785,0.0000,1.0,IKNA
2022-08-08,5.96,6.11,5.76,5.83,5.83,35644,0.0000,1.0,IKNA
2022-08-05,5.51,6.09,5.51,6.0,6.0,64221,0.0000,1.0,IKNA
2022-08-04,5.44,5.61,5.375,5.56,5.56,279515,0.0000,1.0,IKNA
2022-08-03,5.08,5.74,5.02,5.45,5.45,147208,0.0000,1.0,IKNA
2022-08-02,4.92,5.11,4.875,4.99,4.99,145012,0.0000,1.0,IKNA
2022-08-01,4.96,5.01,4.76,4.99,4.99,108857,0.0000,1.0,IKNA
2022-07-29,5.0,5.17,4.96,5.06,5.06,97354,0.0000,1.0,IKNA
2022-07-28,5.05,5.22,4.91,5.06,5.06,53602,0.0000,1.0,IKNA
2022-07-27,5.05,5.12,4.92,5.03,5.03,125739,0.0000,1.0,IKNA
2022-07-26,4.92,5.13,4.8863,5.03,5.03,219806,0.0000,1.0,IKNA
2022-07-25,5.11,5.11,4.87,5.01,5.01,111920,0.0000,1.0,IKNA
2022-07-22,5.29,5.33,5.0,5.07,5.07,139339,0.0000,1.0,IKNA
2022-07-21,5.52,5.7599,5.17,5.34,5.34,118610,0.0000,1.0,IKNA
2022-07-20,5.25,5.53,4.98,5.5,5.5,236405,0.0000,1.0,IKNA
2022-07-19,5.22,5.415,5.0819,5.24,5.24,38298,0.0000,1.0,IKNA
2022-07-18,5.35,5.57,5.09,5.13,5.13,74380,0.0000,1.0,IKNA
2022-07-15,5.16,5.41,5.01,5.29,5.29,111755,0.0000,1.0,IKNA
2022-07-14,4.93,5.34,4.88,5.18,5.18,100472,0.0000,1.0,IKNA
2022-07-13,5.09,5.09,4.84,5.01,5.01,200678,0.0000,1.0,IKNA
2022-07-12,5.14,5.31,4.8896,5.15,5.15,105548,0.0000,1.0,IKNA
2022-07-11,5.17,5.3,5.025,5.14,5.14,513705,0.0000,1.0,IKNA
2022-07-08,4.65,5.336,4.65,5.3,5.3,85696,0.0000,1.0,IKNA
2022-07-07,4.59,4.915,4.49,4.73,4.73,153170,0.0000,1.0,IKNA
2022-07-06,4.24,4.79,4.22,4.5,4.5,69144,0.0000,1.0,IKNA
2022-07-05,4.15,4.4928,4.1185,4.23,4.23,96621,0.0000,1.0,IKNA
2022-07-01,4.51,4.52,4.11,4.2,4.2,63126,0.0000,1.0,IKNA
2022-06-30,4.38,4.47,4.15,4.43,4.43,70094,0.0000,1.0,IKNA
2022-06-29,4.64,4.7,4.339,4.48,4.48,133060,0.0000,1.0,IKNA
2022-06-28,4.81,4.97,4.62,4.7,4.7,118505,0.0000,1.0,IKNA
2022-06-27,5.2,6.5,4.84,4.89,4.89,1146993,0.0000,1.0,IKNA
2022-06-24,4.11,5.37,4.0,5.37,5.37,3460187,0.0000,1.0,IKNA
2022-06-23,3.57,4.15,3.37,4.15,4.15,330696,0.0000,1.0,IKNA
2022-06-22,3.36,3.7999,3.22,3.66,3.66,2596052,0.0000,1.0,IKNA
2022-06-21,3.63,3.93,3.41,3.47,3.47,206250,0.0000,1.0,IKNA
2022-06-17,3.48,3.64,3.41,3.61,3.61,118462,0.0000,1.0,IKNA
2022-06-16,3.65,3.66,3.23,3.39,3.39,121586,0.0000,1.0,IKNA
2022-06-15,3.88,3.98,3.69,3.75,3.75,99656,0.0000,1.0,IKNA
2022-06-14,4.01,4.01,3.69,3.81,3.81,74162,0.0000,1.0,IKNA
2022-06-13,3.99,4.065,3.745,3.99,3.99,101543,0.0000,1.0,IKNA
2022-06-10,4.7,4.83,4.025,4.16,4.16,127432,0.0000,1.0,IKNA
2022-06-09,4.37,5.08,4.14,4.85,4.85,226725,0.0000,1.0,IKNA
2022-06-08,4.17,4.71,4.055,4.39,4.39,98430,0.0000,1.0,IKNA
2022-06-07,3.5,4.31,3.5,4.24,4.24,182139,0.0000,1.0,IKNA
2022-06-06,3.92,3.92,3.48,3.57,3.57,213624,0.0000,1.0,IKNA
2022-06-03,3.43,4.07,3.27,3.86,3.86,182413,0.0000,1.0,IKNA
2022-06-02,3.35,3.48,3.23,3.42,3.42,92695,0.0000,1.0,IKNA
2022-06-01,3.88,3.9633,3.22,3.39,3.39,160616,0.0000,1.0,IKNA
2022-05-31,3.35,4.16,3.35,3.9,3.9,377556,0.0000,1.0,IKNA
2022-05-27,3.21,3.39,3.07,3.36,3.36,127356,0.0000,1.0,IKNA
2022-05-26,3.29,3.46,3.169,3.23,3.23,87250,0.0000,1.0,IKNA
2022-05-25,3.3,3.4,3.22,3.29,3.29,73182,0.0000,1.0,IKNA
2022-05-24,3.58,3.65,3.21,3.35,3.35,75789,0.0000,1.0,IKNA
2022-05-23,3.61,3.885,3.49,3.66,3.66,88971,0.0000,1.0,IKNA
2022-05-20,3.77,3.77,3.39,3.57,3.57,101657,0.0000,1.0,IKNA
2022-05-19,3.67,4.06,3.59,3.7,3.7,109214,0.0000,1.0,IKNA
2022-05-18,3.87,4.0,3.4,3.72,3.72,108520,0.0000,1.0,IKNA
2022-05-17,3.75,4.09,3.72,4.01,4.01,98479,0.0000,1.0,IKNA
2022-05-16,3.69,3.81,3.6,3.65,3.65,122064,0.0000,1.0,IKNA
2022-05-13,3.91,4.08,3.48,3.74,3.74,192631,0.0000,1.0,IKNA
2022-05-12,3.72,4.13,3.59,3.74,3.74,114648,0.0000,1.0,IKNA
2022-05-11,4.41,4.41,3.745,3.78,3.78,161111,0.0000,1.0,IKNA
2022-05-10,4.31,4.99,4.0538,4.5,4.5,287600,0.0000,1.0,IKNA
2022-05-09,3.92,4.275,3.76,4.16,4.16,208974,0.0000,1.0,IKNA
2022-05-06,4.08,4.93,3.9,4.08,4.08,287561,0.0000,1.0,IKNA
2022-05-05,3.81,4.7,3.525,4.17,4.17,274311,0.0000,1.0,IKNA
2022-05-04,3.88,3.93,3.44,3.82,3.82,119325,0.0000,1.0,IKNA
2022-05-03,3.74,4.08,3.53,3.89,3.89,302367,0.0000,1.0,IKNA
2022-05-02,3.83,4.47,2.83,3.78,3.78,1195412,0.0000,1.0,IKNA
2022-04-29,3.75,4.16,3.75,3.88,3.88,209071,0.0000,1.0,IKNA
2022-04-28,4.27,4.39,3.8,3.84,3.84,277720,0.0000,1.0,IKNA
2022-04-27,5.05,5.05,4.26,4.29,4.29,147338,0.0000,1.0,IKNA
2022-04-26,5.72,5.77,4.845,5.06,5.06,250670,0.0000,1.0,IKNA
2022-04-25,5.92,6.3,5.73,5.88,5.88,98188,0.0000,1.0,IKNA
2022-04-22,5.77,6.04,5.62,6.0,6.0,124283,0.0000,1.0,IKNA
2022-04-21,6.38,6.465,5.535,5.77,5.77,187892,0.0000,1.0,IKNA
2022-04-20,6.47,6.48,6.1777,6.21,6.21,115011,0.0000,1.0,IKNA
2022-04-19,6.77,7.17,6.25,6.47,6.47,221136,0.0000,1.0,IKNA
2022-04-18,6.95,6.95,6.34,6.8,6.8,123597,0.0000,1.0,IKNA
2022-04-14,7.31,7.34,6.93,6.99,6.99,130301,0.0000,1.0,IKNA
2022-04-13,7.62,7.9104,7.055,7.3,7.3,259248,0.0000,1.0,IKNA
2022-04-12,6.97,7.02,6.59,6.8,6.8,191398,0.0000,1.0,IKNA
2022-04-11,7.3,7.565,6.7,6.94,6.94,187817,0.0000,1.0,IKNA
2022-04-08,6.89,8.3049,6.89,7.4,7.4,194516,0.0000,1.0,IKNA
2022-04-07,5.57,7.3551,5.57,7.01,7.01,639913,0.0000,1.0,IKNA
2022-04-06,5.89,5.93,5.07,5.57,5.57,201737,0.0000,1.0,IKNA
2022-04-05,6.22,6.2941,5.88,5.91,5.91,187942,0.0000,1.0,IKNA
2022-04-04,6.05,6.3,5.935,6.19,6.19,62394,0.0000,1.0,IKNA
2022-04-01,6.19,6.24,5.78,6.05,6.05,83379,0.0000,1.0,IKNA
2022-03-31,6.16,6.24,5.86,6.1,6.1,125056,0.0000,1.0,IKNA
2022-03-30,6.76,6.86,5.98,6.11,6.11,138897,0.0000,1.0,IKNA
2022-03-29,6.82,7.16,6.44,6.69,6.69,101475,0.0000,1.0,IKNA
2022-03-28,6.63,6.86,6.35,6.64,6.64,49708,0.0000,1.0,IKNA
2022-03-25,6.54,6.86,6.23,6.71,6.71,74206,0.0000,1.0,IKNA
2022-03-24,6.98,7.22,6.48,6.54,6.54,46765,0.0000,1.0,IKNA
2022-03-23,7.14,7.35,6.86,6.95,6.95,47169,0.0000,1.0,IKNA
2022-03-22,7.42,7.635,7.125,7.23,7.23,109516,0.0000,1.0,IKNA
2022-03-21,7.85,8.23,7.2,7.29,7.29,103288,0.0000,1.0,IKNA
2022-03-18,7.75,8.99,7.75,8.01,8.01,265878,0.0000,1.0,IKNA
2022-03-17,6.31,7.81,5.7,7.78,7.78,114744,0.0000,1.0,IKNA
2022-03-16,5.87,6.44,5.61,6.31,6.31,155943,0.0000,1.0,IKNA
2022-03-15,5.7,5.84,5.31,5.69,5.69,199406,0.0000,1.0,IKNA
2022-03-14,6.16,6.315,5.345,5.61,5.61,376398,0.0000,1.0,IKNA
2022-03-11,6.32,6.4,6.05,6.11,6.11,63438,0.0000,1.0,IKNA
2022-03-10,7.17,7.32,6.09,6.3,6.3,122665,0.0000,1.0,IKNA
2022-03-09,6.7,7.47,6.26,7.39,7.39,100193,0.0000,1.0,IKNA
2022-03-08,6.53,6.98,6.07,6.54,6.54,66676,0.0000,1.0,IKNA
2022-03-07,6.31,6.67,6.12,6.53,6.53,49441,0.0000,1.0,IKNA
2022-03-04,6.79,7.2,6.145,6.23,6.23,115970,0.0000,1.0,IKNA
2022-03-03,7.03,7.19,6.715,6.94,6.94,130118,0.0000,1.0,IKNA
2022-03-02,6.03,7.25,5.82,7.0,7.0,490224,0.0000,1.0,IKNA
2022-03-01,5.98,6.21,5.63,5.99,5.99,85940,0.0000,1.0,IKNA
2022-02-28,6.53,6.53,5.66,6.11,6.11,248178,0.0000,1.0,IKNA
2022-02-25,7.11,7.11,6.33,6.55,6.55,113330,0.0000,1.0,IKNA
2022-02-24,7.08,7.74,6.95,7.03,7.03,125270,0.0000,1.0,IKNA
2022-02-23,7.97,7.97,7.28,7.37,7.37,114647,0.0000,1.0,IKNA
2022-02-22,7.75,8.05,7.6006,7.79,7.79,70101,0.0000,1.0,IKNA
2022-02-18,9.33,9.33,7.61,7.85,7.85,179684,0.0000,1.0,IKNA
2022-02-17,9.9,10.405,9.445,9.45,9.45,53534,0.0000,1.0,IKNA
2022-02-16,9.85,10.11,9.85,9.96,9.96,11237,0.0000,1.0,IKNA
2022-02-15,9.38,10.09,9.22,9.96,9.96,59693,0.0000,1.0,IKNA
2022-02-14,9.8,10.06,9.0,9.13,9.13,43127,0.0000,1.0,IKNA
2022-02-11,9.43,9.838,9.36,9.72,9.72,71851,0.0000,1.0,IKNA
2022-02-10,10.12,10.93,9.27,9.47,9.47,85830,0.0000,1.0,IKNA
2022-02-09,9.63,11.41,9.63,10.53,10.53,111281,0.0000,1.0,IKNA
2022-02-08,10.04,10.15,9.48,9.59,9.59,173797,0.0000,1.0,IKNA
