t,o,c,h,l,s,v,Ticker
1652140800,1.36,1.39,1.44,1.35,ok,94275.0,GALT
1652227200,1.36,1.3,1.44,1.2903,ok,273520.0,GALT
1652313600,1.32,1.34,1.4,1.3,ok,155372.0,GALT
1652400000,1.33,1.36,1.41,1.31,ok,78069.0,GALT
1652659200,1.36,1.26,1.38,1.26,ok,69866.0,GALT
1652745600,1.39,1.35,1.39,1.28,ok,71549.0,GALT
1652832000,1.33,1.28,1.39,1.28,ok,64835.0,GALT
1652918400,1.28,1.32,1.38,1.28,ok,43689.0,GALT
1653004800,1.3,1.28,1.3699,1.28,ok,52536.0,GALT
1653264000,1.28,1.32,1.32,1.26,ok,43544.0,GALT
1653350400,1.29,1.19,1.29,1.19,ok,97576.0,GALT
1653436800,1.21,1.26,1.28,1.21,ok,33249.0,GALT
1653523200,1.27,1.31,1.42,1.27,ok,46090.0,GALT
1653609600,1.3,1.32,1.35,1.28,ok,68232.0,GALT
1653955200,1.29,1.29,1.35,1.2842,ok,118978.0,GALT
1654041600,1.33,1.62,1.75,1.27,ok,345150.0,GALT
1654128000,1.6,1.49,1.6,1.49,ok,82493.0,GALT
1654214400,1.45,1.41,1.45,1.41,ok,53620.0,GALT
1654473600,1.41,1.4,1.47,1.39,ok,61150.0,GALT
1654560000,1.39,1.52,1.62,1.39,ok,146803.0,GALT
1654646400,1.65,1.56,1.65,1.5054,ok,87254.0,GALT
1654732800,1.53,1.44,1.58,1.44,ok,73579.0,GALT
1654819200,1.48,1.38,1.52,1.35,ok,45952.0,GALT
1655078400,1.33,1.33,1.35,1.31,ok,66791.0,GALT
1655164800,1.37,1.21,1.37,1.21,ok,133854.0,GALT
1655251200,1.27,1.27,1.3,1.22,ok,73559.0,GALT
1655337600,1.2518,1.27,1.27,1.21,ok,50960.0,GALT
1655424000,1.26,1.2,1.33,1.2,ok,168359.0,GALT
1655769600,1.375,1.22,1.375,1.19,ok,103426.0,GALT
1655856000,1.31,1.26,1.31,1.21,ok,77096.0,GALT
1655942400,1.25,1.25,1.2801,1.24,ok,35901.0,GALT
1656028800,1.25,1.26,1.3,1.25,ok,95607.0,GALT
1656288000,1.25,1.26,1.2782,1.23,ok,63416.0,GALT
1656374400,1.25,1.25,1.31,1.23,ok,30794.0,GALT
1656460800,1.28,1.25,1.2999,1.25,ok,96966.0,GALT
1656547200,1.21,1.31,1.31,1.2,ok,53980.0,GALT
1656633600,1.32,1.31,1.35,1.283,ok,65895.0,GALT
1656979200,1.34,1.48,1.57,1.3138,ok,132598.0,GALT
1657065600,1.55,1.46,1.6,1.44,ok,108614.0,GALT
1657152000,1.47,1.73,1.73,1.47,ok,139986.0,GALT
1657238400,1.7,1.72,1.7784,1.68,ok,81592.0,GALT
1657497600,1.78,1.83,1.8454,1.696,ok,52350.0,GALT
1657584000,1.86,1.72,1.86,1.71,ok,77688.0,GALT
1657670400,1.71,1.58,1.74,1.54,ok,74968.0,GALT
1657756800,1.6,1.68,1.68,1.6,ok,24735.0,GALT
1657843200,1.68,1.65,1.72,1.61,ok,45976.0,GALT
1658102400,1.67,1.62,1.68,1.61,ok,38675.0,GALT
1658188800,1.66,1.67,1.7,1.62,ok,42087.0,GALT
1658275200,1.71,1.74,1.8,1.71,ok,65990.0,GALT
1658361600,1.83,1.75,1.83,1.72,ok,40356.0,GALT
1658448000,1.83,1.85,1.8654,1.8,ok,80825.0,GALT
1658707200,1.94,2.12,2.2,1.88,ok,437874.0,GALT
1658793600,2.27,2.03,2.29,2.01,ok,176034.0,GALT
1658880000,2.15,2.06,2.19,2.06,ok,151727.0,GALT
1658966400,2.19,2.48,2.5,2.1,ok,296458.0,GALT
1659052800,2.54,2.26,2.57,2.22,ok,243313.0,GALT
1659312000,2.33,2.27,2.33,2.25,ok,86256.0,GALT
1659398400,2.24,2.23,2.3,2.21,ok,58287.0,GALT
1659484800,2.26,2.17,2.3,2.16,ok,73303.0,GALT
